METHOD_PARAM$*$retrofit2.RequestBuilder$*$addPathParam(java.lang.String,java.lang.String,boolean)$*$value$*$1$*$file:///home/nima/Developer/AutoFixer/Evaluation/Projects/retrofit/retrofit/src/main/java/retrofit2/RequestBuilder.java$*$null$*$javax.annotation.Nullable$*$true
METHOD_PARAM$*$retrofit2.RequestBuilder$*$addQueryParam(java.lang.String,java.lang.String,boolean)$*$name$*$0$*$file:///home/nima/Developer/AutoFixer/Evaluation/Projects/retrofit/retrofit/src/main/java/retrofit2/RequestBuilder.java$*$null$*$javax.annotation.Nullable$*$true
METHOD_PARAM$*$retrofit2.RequestBuilder$*$addHeader(java.lang.String,java.lang.String)$*$value$*$1$*$file:///home/nima/Developer/AutoFixer/Evaluation/Projects/retrofit/retrofit/src/main/java/retrofit2/RequestBuilder.java$*$null$*$javax.annotation.Nullable$*$true
METHOD_PARAM$*$retrofit2.RequestBuilder$*$setBody(okhttp3.RequestBody)$*$body$*$0$*$file:///home/nima/Developer/AutoFixer/Evaluation/Projects/retrofit/retrofit/src/main/java/retrofit2/RequestBuilder.java$*$null$*$javax.annotation.Nullable$*$true
METHOD_PARAM$*$retrofit2.RequestBuilder$*$addPart(okhttp3.Headers,okhttp3.RequestBody)$*$body$*$1$*$file:///home/nima/Developer/AutoFixer/Evaluation/Projects/retrofit/retrofit/src/main/java/retrofit2/RequestBuilder.java$*$null$*$javax.annotation.Nullable$*$true
METHOD_RETURN$*$retrofit2.OkHttpCall.NoContentResponseBody$*$contentType()$*$null$*$0$*$file:///home/nima/Developer/AutoFixer/Evaluation/Projects/retrofit/retrofit/src/main/java/retrofit2/OkHttpCall.java$*$null$*$javax.annotation.Nullable$*$true
CLASS_FIELD$*$retrofit2.RequestFactory$*$null$*$parameterHandlers$*$0$*$file:///home/nima/Developer/AutoFixer/Evaluation/Projects/retrofit/retrofit/src/main/java/retrofit2/RequestFactory.java$*$null$*$javax.annotation.Nullable$*$true
METHOD_PARAM$*$retrofit2.Utils$*$parameterError(java.lang.reflect.Method,int,java.lang.String,java.lang.Object...)$*$args$*$3$*$file:///home/nima/Developer/AutoFixer/Evaluation/Projects/retrofit/retrofit/src/main/java/retrofit2/Utils.java$*$null$*$javax.annotation.Nullable$*$true
METHOD_RETURN$*$retrofit2.HttpServiceMethod.SuspendForResponse$*$adapt(retrofit2.Call<ResponseT>,java.lang.Object[])$*$null$*$0$*$file:///home/nima/Developer/AutoFixer/Evaluation/Projects/retrofit/retrofit/src/main/java/retrofit2/HttpServiceMethod.java$*$null$*$javax.annotation.Nullable$*$true
METHOD_RETURN$*$retrofit2.HttpServiceMethod.SuspendForBody$*$adapt(retrofit2.Call<ResponseT>,java.lang.Object[])$*$null$*$0$*$file:///home/nima/Developer/AutoFixer/Evaluation/Projects/retrofit/retrofit/src/main/java/retrofit2/HttpServiceMethod.java$*$null$*$javax.annotation.Nullable$*$true
METHOD_PARAM$*$retrofit2.Utils$*$methodError(java.lang.reflect.Method,java.lang.String,java.lang.Object...)$*$args$*$2$*$file:///home/nima/Developer/AutoFixer/Evaluation/Projects/retrofit/retrofit/src/main/java/retrofit2/Utils.java$*$null$*$javax.annotation.Nullable$*$true
METHOD_PARAM$*$retrofit2.RequestBuilder$*$canonicalizeForPath(java.lang.String,boolean)$*$input$*$0$*$file:///home/nima/Developer/AutoFixer/Evaluation/Projects/retrofit/retrofit/src/main/java/retrofit2/RequestBuilder.java$*$null$*$javax.annotation.Nullable$*$true
METHOD_PARAM$*$retrofit2.Utils$*$methodError(java.lang.reflect.Method,java.lang.Throwable,java.lang.String,java.lang.Object...)$*$args$*$3$*$file:///home/nima/Developer/AutoFixer/Evaluation/Projects/retrofit/retrofit/src/main/java/retrofit2/Utils.java$*$null$*$javax.annotation.Nullable$*$true
